"SERVER";"TYPE 1";"MODEL";"MARQUE";"TYPE 2";"APP";"VSI";"Criticit?";"DEPART";"RESP";"SITE";"Powerstate";"OS EDITOR";"OS VERSION";"Creation date";"Primary IP Address";"IDRAC / ILO";"Host";"Garantie"
"DiagdevJenkins";"VMSTAGO";"VMWARE";"VMWARE";"STAGO - ONPREM";"DEVDIAGDEV";"Non";"Basse";"APPLI";"FALZON";"FRANCE/CASTRIES";"On";"Linux";"Red Hat Enterprise Linux 8 (64-bit)";"27/06/2022 15:18:30";"172.31.246.193";;"frspresx010.stago.grp";
"DiagdevRauc";"VMSTAGO";"VMWARE";"VMWARE";"STAGO - ONPREM";"DEVDIAGDEV";"Non";"Basse";"APPLI";"FALZON";"FRANCE/CASTRIES";"On";"Linux";"Red Hat Enterprise Linux 8 (64-bit)";"27/06/2022 15:18:46";"172.31.246.194";;"frspresx010.stago.grp";
"DiagdevWindows";"VMSTAGO";"VMWARE";"VMWARE";"STAGO - ONPREM";"DEVDIAGDEV";"Non";"Basse";"APPLI";"FALZON";"FRANCE/CASTRIES";"On";"Microsoft";"Microsoft Windows Server 2019 (64-bit)";"20/07/2022 17:12:02";"172.31.246.166";;"frspresx010.stago.grp";
"EPDM-DB";"VMOVH";"VMWARE";"VMWARE";"OVH - STAGO PROD";"PDM";;"Basse";"APPLI";"PARAGEAUD";"FRANCE/DATACENTER OVH/Roubaix";"On";"Microsoft";"Microsoft Windows Server 2016 or later (64-bit)";"01/01/1970 01:00:00";"172.31.136.244";;"172.17.20.62";
"ESADA11";"VMOVH";"VMWARE";"VMWARE";"OVH - STAGO PROD";"AD - DC";;"Basse";"INFRA";"NAGUET";"FRANCE/DATACENTER OVH/Roubaix";"On";"Microsoft";"Microsoft Windows Server 2016 or later (64-bit)";"08/07/2021 12:07:17";"172.20.220.19";;"172.17.20.65";
"ESBAR08";"VMSTAGO";"VMWARE";"VMWARE";"STAGO - ONPREM";"FILER";;"Basse";"PROD";"INFRA";"SPAIN/BARCELONA";"D?commissionn?";"Microsoft";"Microsoft Windows Server 2019 (64-bit)";"29/04/2022 15:57:07";"172.20.191.5";;"esspresx001.es.eu.stago.grp";
"ESBAR11";"VMSTAGO";"VMWARE";"VMWARE";"STAGO - ONPREM";"AD - DC";;"Basse";"INFRA";"NAGUET";"SPAIN/BARCELONA";"On";"Microsoft";"Microsoft Windows Server 2016 (64-bit)";"08/04/2022 13:27:03";"172.20.191.243";;"esspresx001.es.eu.stago.grp";
"ESPACK11";"VMSTAGO";"VMWARE";"VMWARE";"STAGO - ONPREM";"PACK";;"Basse";"INFRA";"RAYMOND";"SPAIN/BARCELONA";"On";"Microsoft";"Microsoft Windows 10 (64-bit)";"12/05/2022 12:10:27";"172.31.191.70";;"esspresx001.es.eu.stago.grp";
"ESSPRADC001";"VMOVH";"VMWARE";"VMWARE";"OVH - STAGO PROD";"AD";;"Basse";"INFRA";"NAGUET";"FRANCE/DATACENTER OVH/Roubaix";"On";"Microsoft";"Windows Sevrer 2016";"13/02/2024 00:00:00";"172.20.220.63";;;
"ESSPRCAL001";"VMOVH";"VMWARE";"VMWARE";"STAGO - ONPREM";"BADGE";;"Basse";"PROD";"INFRA";"SPAIN/BARCELONA";"D?commissionn?";"Microsoft";"Microsoft Windows Server 2016 (64-bit)";"07/04/2022 16:17:19";"172.20.191.6";;"esspresx001.es.eu.stago.grp";
"ESSPRDHC001";"VMSTAGO";"VMWARE";"VMWARE";"STAGO - ONPREM";"DHCP";;"Basse";"RSO";"ADE";"SPAIN/BARCELONA";"D?commissionn?";"Microsoft";"Microsoft Windows Server 2019 (64-bit)";"20/04/2022 10:33:20";"172.20.191.250";;"esspresx001.es.eu.stago.grp";
"ESSPRBCK001";"PHYSICALSTAGO";"Dell Poweredge R440";"DELL";"STAGO - ONPREM";"BCK";;"Basse";"INFRA";"GUINNEBAULT";"SPAIN/BARCELONA";"On";"Microsoft";"Microsoft Windows Server 2016 (64-bit)";"01/01/1970 01:00:00";"172.20.191.226";"172.20.191.132";;"05/08/2026 00:00:00"
"ESSPRPRN001";"VMSTAGO";"VMWARE";"VMWARE";"STAGO - ONPREM";"PRINTER";;"Basse";"PROD";"INFRA";"SPAIN/BARCELONA";"D?commissionn?";"Microsoft";"Microsoft Windows Server 2019 (64-bit)";"20/04/2022 10:31:35";"172.20.191.10";;"esspresx001.es.eu.stago.grp";
"ESSPRESX001";"PHYSICALSTAGO";"Poweredge R440";"DELL";"STAGO - ONPREM";"ESX";;"Basse";"INFRA";"GUINNEBAULT";"SPAIN/BARCELONA";"On";"VMWARE";"7.0";"01/01/1970 01:00:00";"172.20.191.130";"172.20.191.131";;"17/03/2024 00:00:00"
"ESWPRSCM001";"VMSTAGO";"VMWARE";"VMWARE";"STAGO - ONPREM";"SCCM";;"Basse";"INFRA";"RAYMOND";"SPAIN/BARCELONA";"On";"Microsoft";"Microsoft Windows 10 (64-bit)";"16/04/2022 14:04:43";"172.31.191.219";;"esspresx001.es.eu.stago.grp";
"EUADA11";"VMOVH";"VMWARE";"VMWARE";"OVH - STAGO PROD";"AD - DC";;"Basse";"INFRA";"NAGUET";"FRANCE/DATACENTER OVH/Roubaix";"On";"Microsoft";"Microsoft Windows Server 2016 or later (64-bit)";"08/07/2021 12:07:30";"172.20.220.20";;"172.17.20.59";
"EUADA12";"VMOVH";"VMWARE";"VMWARE";"OVH - STAGO PROD";"AD - DC";;"Basse";"INFRA";"NAGUET";"FRANCE/DATACENTER OVH/Roubaix";"On";"Microsoft";"Microsoft Windows Server 2016 or later (64-bit)";"14/04/2022 15:56:54";"172.20.220.21";;"172.17.20.56";
"EXADA01";"VMOVH";"VMWARE";"VMWARE";"OVH - STAGO PROD";"AD - DC";"Non";"Basse";"INFRA";"NAGUET";"FRANCE/DATACENTER OVH/Roubaix";"On";"Microsoft";"Microsoft Windows Server 2022";"01/01/1970 01:00:00";"172.31.98.227";;"172.17.20.62";
"FRADA11";"VMOVH";"VMWARE";"VMWARE";"OVH - STAGO PROD";"AD - DC";;"Basse";"INFRA";"NAGUET";"FRANCE/DATACENTER OVH/Roubaix";"On";"Microsoft";"Microsoft Windows Server 2016 or later (64-bit)";"14/04/2022 15:57:53";"172.20.220.11";;"172.17.20.52";
"FRADA12";"VMOVH";"VMWARE";"VMWARE";"OVH - STAGO PROD";"AD - DC";;"Basse";"INFRA";"NAGUET";"FRANCE/DATACENTER OVH/Roubaix";"On";"Microsoft";"Microsoft Windows Server 2016 or later (64-bit)";"14/04/2022 15:58:46";"172.20.220.12";;"172.17.20.65";
"FRADA16";"VMOVH";"VMWARE";"VMWARE";"OVH - STAGO PROD";"KMS";;"Basse";"INFRA";"RAYMOND";"FRANCE/DATACENTER OVH/Roubaix";"On";"Microsoft";"Microsoft Windows Server 2022";"01/01/1970 01:00:00";"172.31.212.16";;"172.17.20.62";
"FRAGR08";"VMSTAGO";"VMWARE";"VMWARE";"STAGO - ONPREM";"FILER";;"Basse";"PROD";"INFRA";"FRANCE/LA FERTE SAINT AUBIN";"D?commissionn?";"Microsoft";"Microsoft Windows Server 2016 (64-bit)";"11/04/2022 16:11:26";"172.20.132.5";;"frspresx003.stago.grp";
"FRAGR90";"VMSTAGO";"VMWARE";"VMWARE";"STAGO - ONPREM";"AD - DC";;"Basse";"INFRA";"NAGUET";"FRANCE/LA FERTE SAINT AUBIN";"D?commissionn?";"Microsoft";"Microsoft Windows Server 2016 (64-bit)";"08/04/2022 15:46:59";"172.20.132.243";;"frspresx003.stago.grp";
"FRAGR05";"OVH - STAGO PROD";"VMWARE";"VMWARE";"OVH - STAGO PROD";"GTC";;"Basse";"MAINT";"ANDRE";"FRANCE/LA FERTE SAINT AUBIN";"On";"Microsoft";"Microsoft Windows Server 2019";"17/05/2022 09:58:03";"172.20.52.198";;"Cluster OVH";
"FRAGRSCM11";"PHYSICALSTAGO";"DELL";"optiplex 3050";"STAGO - ONPREM";"SCCM";;"Basse";"INFRA";"RAYMOND";"FRANCE/LA FERTE SAINT AUBIN";"On";"Microsoft";"Microsoft Windows 10 (64-bit)";"01/01/1970 01:00:00";"172.31.132.60";;;"?"
"FRARTFWSTAGO01";"PHYSICALSTAGO";"Dell Poweredge R420";"VMWARE";"STAGO - ONPREM";"FW";;;"RSO";"ADE";"FRANCE/ANGERS";"On";"Linux";"?";"01/01/1970 01:00:00";"172.31.145.1";"?";;"07/09/2018 00:00:00"
"frartwks01";"VMSTAGO";"VMWARE";"VMWARE";"STAGO - ONPREM";"?";;"Basse";"?";"?";"FRANCE/ANGERS";"D?commissionn?";"Microsoft";"Microsoft Windows 10 (64-bit)";"16/12/2021 16:52:06";;;"frspresx017.stago.grp";
"FRASN01";"VMOVH";"VMWARE";"VMWARE";"OVH - STAGO PROD";"FTP";;"Basse";"APPLI";"BERTIN";"FRANCE/DATACENTER OVH/Roubaix";"D?commissionn?";"Microsoft";"Microsoft Windows Server 2003 Standard (32-bit)";"01/01/1970 01:00:00";"172.31.210.13";;"172.17.20.64";
"FRARTSCM11";"VMSTAGO";"VMWARE";"VMWARE";"STAGO - ONPREM";"SCCM";"Non";"Basse";"INFRA";"RAYMOND";"FRANCE/ANGERS";"On";"Microsoft";"Microsoft Windows 10 (64-bit)";"14/10/2022 16:56:40";"172.31.145.205";;"frspresx017.stago.grp";
"FRASN03B";"PHYSICALSTAGO";"Dell Poweregde 2850";"DELL";"STAGO - ONPREM";"MEMOTECH/CONSO+";;"Basse";"APPLI";"PUJOLS";"FRANCE/GENNEVILLIERS/GENNEVILLIERS G4/G4 - RDC/Salle Serveurs
";"On";"Microsoft";"Microsoft Windows Server 2003 Standard (32-bit)";"01/01/1970 01:00:00";"172.20.210.19";;;"?"
"FRASN05";"PHYSICALSTAGO";"Dell Poweredge R720";"DELL";"STAGO - ONPREM";"ORACLE";;"Basse";"APPLI";"RANGIRA";"FRANCE/GENNEVILLIERS/GENNEVILLIERS G4/G4 - RDC/Salle Serveurs
";"On";"Microsoft";"Microsoft Windows Server 2008 R2 (64-bit)";"01/01/1970 01:00:00";"172.20.210.13";"172.20.50.26";;"24/10/2018 00:00:00"
"FRASN14";"PHYSICALSTAGO";"Dell Poweredge 1850";"DELL";"STAGO - ONPREM";"M3";;"Basse";"APPLI";"MENDOUGA";"FRANCE/GENNEVILLIERS/GENNEVILLIERS G4/G4 - RDC/Salle Serveurs
";"D?commissionn?";"Microsoft";"Microsoft Windows Server 2003 Standard (32-bit)";"01/01/1970 01:00:00";"D?commissionn?";"D?commissionn?";;"30/12/1899 00:00:00"
"FRASN15";"PHYSICALSTAGO";"Dell Poweredge 1850";"DELL";"STAGO - ONPREM";"SQL";;"Basse";"APPLI";"DIAS";"FRANCE/GENNEVILLIERS/GENNEVILLIERS G4/G4 - RDC/Salle Serveurs
";"D?commissionn?";"Microsoft";"Microsoft Windows Server 2003 Standard (32-bit)";"01/01/1970 01:00:00";"172.31.210.166";;;
"FRASN08";"VMOVH";"VMWARE";"VMWARE";"OVH - STAGO PROD";"FILER";;"Basse";"INFRA";"GUINNEBAULT";"FRANCE/DATACENTER OVH/Roubaix";"On";"Microsoft";"Microsoft Windows Server 2019";"01/01/1970 01:00:00";"192.168.252.16";;"172.17.20.64";"?"
"FRAUT32";"CI/SERVEUR_VIRTUEL";"VMWARE";"VMWARE";"STAGO - ONPREM";"AUTOCOM";;"Basse";"RSO";"LAMBERT";"FRANCE/GENNEVILLIERS";"Fin de vie";"Microsoft";"Microsoft Windows Server 2019";"01/01/1970 01:00:00";"D?commissionn?";;;
"FRAUT31";"VMSTAGO";"VMWARE";"VMWARE";"STAGO - ONPREM";"AUTOCOM";;"Basse";"RSO";"LAMBERT";"FRANCE/GENNEVILLIERS";"On";"Microsoft";"Microsoft Windows Server 2019";"04/04/2022 14:25:18";"172.31.212.231";;"frspresx015.stago.grp";
"FRAUT33";"VMSTAGO";"VMWARE";"VMWARE";"STAGO - ONPREM";"AUTOCOM";;"Basse";"RSO";"LAMBERT";"FRANCE/GENNEVILLIERS";"On";"Linux";"CentOS 4/5 (64-bit)";"05/04/2022 10:02:11";"172.30.102.28";;"frspresx015.stago.grp";
"FRAUT34";"VMSTAGO";"VMWARE";"VMWARE";"STAGO - ONPREM";"AUTOCOM";;"Basse";"RSO";"LAMBERT";"FRANCE/GENNEVILLIERS";"On";"Linux";"CentOS 4/5 (64-bit)";"05/04/2022 10:02:11";"172.30.108.28";;"frspresx001.stago.grp";
"FRAUT35";"VMSTAGO";"VMWARE";"VMWARE";"STAGO - ONPREM";"AUTOCOM";"Non";"Basse";"RSO";"LAMBERT";"FRANCE/GENNEVILLIERS";"On";"Linux";"CentOS";"04/11/2022 00:00:00";"172.31.212.235";;"frspresx011.stago.grp";
"FRAUT36";"CI/SERVEUR_VIRTUEL";"VMWARE";"VMWARE";"STAGO - ONPREM";"AUTOCOM";"Non";"Basse";"RSO";"LAMBERT";"FRANCE/GENNEVILLIERS";"On";"Linux";"CentOS";"05/04/2022 10:02:11";"172.30.102.28";;;
"FRAUT41";"VMOVH";"VMWARE";"VMWARE";"OVH - STAGO PROD";"AUTOCOM";;"Basse";"RSO";"LAMBERT";"FRANCE/DATACENTER OVH/Roubaix";"D?commissionn?";"Microsoft";"Microsoft Windows 7 (64-bit)";"01/01/1970 01:00:00";"172.30.102.7";;"172.17.20.65";
"FRAUT42";"VMOVH";"VMWARE";"VMWARE";"OVH - STAGO PROD";"AUTOCOM";"Non";"Basse";"RSO";"LAMBERT";"FRANCE/DATACENTER OVH/Roubaix";"On";"Microsoft";"Microsoft Windows Server 2019";"01/01/1970 01:00:00";"172.30.102.34";;"172.17.20.56";
"FRAUT43";"VMOVH";"VMWARE";"VMWARE";"OVH - STAGO PROD";"AUTOCOM";"Non";"Basse";"RSO";"LAMBERT";"FRANCE/DATACENTER OVH/Roubaix";"On";"Microsoft";"Microsoft Windows Server 2012 (64-bit)";"01/01/1970 01:00:00";"172.31.212.209";;"172.17.20.62";
"FRAUT51";"VMSTAGO";"VMWARE";"VMWARE";"STAGO - ONPREM";"AUTOCOM";;"Basse";"RSO";"LAMBERT";"FRANCE/GENNEVILLIERS";"On";"Linux";"CentOS 4/5 (64-bit)";"05/04/2022 10:05:55";"172.30.102.31";;"frspresx014.stago.grp";
"FRAUT61";"VMOVH";"VMWARE";"VMWARE";"OVH - STAGO PROD";"AUTOCOM";;"Basse";"RSO";"LAMBERT";"FRANCE/DATACENTER OVH/Roubaix";"On";"Linux";"CentOS 4/5 or later (64-bit)";"01/01/1970 01:00:00";"172.30.102.32";;"172.17.20.56";
"FRAWSASSESS01";"VMOVH";"VMWARE";"VMWARE";"OVH - STAGO PROD";;;"Basse";"?";"?";"FRANCE/DATACENTER OVH/Roubaix";"On";"Microsoft";"Microsoft Windows Server 2016 or later (64-bit)";"07/05/2021 10:11:24";"?";;"172.17.20.59";
"FRBCK01";"PHYSICALSTAGO";"Dell Poweredge R710";"DELL";"STAGO - ONPREM";"BCK";;"Basse";"INFRA";"GUINNEBAULT";"FRANCE/GENNEVILLIERS/GENNEVILLIERS G4/G4 - RDC/Salle Serveurs
";"On";"Microsoft";"Microsoft Windows Server 2019";"01/01/1970 01:00:00";"172.20.214.5";;;"?"
"FRBCK02";"VMOVH";"VMWARE";"VMWARE";"OVH - STAGO PROD";"BCK";"Non";"Basse";"INFRA";"GUINNEBAULT";"FRANCE/DATACENTER OVH/Roubaix";"On";"Microsoft";"Microsoft Windows Server 2019";"01/01/1970 01:00:00";"192.168.252.8";;"172.17.20.56";
"FRBCK11";"VMOVH";"VMWARE";"VMWARE";"OVH - STAGO PROD";"BCK";"Non";"Basse";"INFRA";"GUINNEBAULT";"FRANCE/DATACENTER OVH/Roubaix";"On";"Microsoft";"Microsoft Windows Server 2019";"01/01/1970 01:00:00";"172.31.213.100";;"172.17.20.57";"?"
"FRBI401";"VMOVH";"VMWARE";"VMWARE";"OVH - STAGO PROD";"BI";;"Basse";"APPLI";"RANGIRA";"FRANCE/DATACENTER OVH/Roubaix";"On";"Microsoft";"Microsoft Windows Server 2012 (64-bit)";"01/01/1970 01:00:00";"172.31.212.193";;"172.17.20.50";
"FRBI496";"VMOVH";"VMWARE";"VMWARE";"OVH - STAGO PROD";"BI";;"Basse";"APPLI";"RANGIRA";"FRANCE/DATACENTER OVH/Roubaix";"Fin de vie";"Microsoft";"Microsoft Windows Server 2012 (64-bit)";"01/01/1970 01:00:00";"172.31.212.247";;"172.17.20.59";
"FRBI498";"VMOVH";"VMWARE";"VMWARE";"OVH - STAGO PROD";"BI";;"Basse";"APPLI";"RANGIRA";"FRANCE/DATACENTER OVH/Roubaix";"D?commissionn?";"Microsoft";"Microsoft Windows Server 2012 (64-bit)";"01/01/1970 01:00:00";"172.31.212.227";;"172.17.20.67";
"FRBI499";"VMOVH";"VMWARE";"VMWARE";"OVH - STAGO PROD";"BI";;"Basse";"APPLI";"RANGIRA";"FRANCE/DATACENTER OVH/Roubaix";"D?commissionn?";"Microsoft";"Microsoft Windows Server 2012 (64-bit)";"01/01/1970 01:00:00";"172.31.212.49";;"172.17.20.59";
"FRBI497";"VMOVH";"VMWARE";"VMWARE";"OVH - STAGO PROD";"BI";;"Basse";"APPLI";"RANGIRA";"FRANCE/DATACENTER OVH/Roubaix";"Fin de vie";"Microsoft";"Microsoft Windows Server 2012 (64-bit)";"01/01/1970 01:00:00";"172.31.215.120";;"172.17.20.51";
"FRBIO12";"VMSTAGO";"VMWARE";"VMWARE";"STAGO - ONPREM";"AD - DC";;"Basse";"INFRA";"NAGUET";"FRANCE/MARSEILLE";"D?commissionn?";"Microsoft";"Microsoft Windows Server 2016 (64-bit)";"08/04/2022 16:03:05";"172.20.131.243";;"frspresx016.stago.grp";
"FRBIOFRW001";"VMSTAGO";"APPLIANCE";"CHECKPOINT";"STAGO - ONPREM";"FW";"Non";"Basse";"RSO";"ADE";"FRANCE/MARSEILLE";"D?commissionn?";"Linux";"Red Hat Enterprise Linux 5 (64-bit)";"23/09/2022 11:50:53";"81.252.22.122";;"frspresx016.stago.grp";
"FRBIO08";"VMOVH";"VMWARE";"VMWARE";"STAGO - ONPREM";"FILER";;"Basse";"INFRA";"GUINNEBAULT";"FRANCE/ROUBAIX";"On";"Microsoft";"Microsoft Windows Server 2019";"12/04/2022 08:47:21";"172.20.131.5";;"Cluster OVH";
"FRBIOFWSTAGO";"VMSTAGO";"APPLIANCE";"CHECKPOINT";"STAGO - ONPREM";"FW";"Non";"Basse";"RSO";"ADE";"FRANCE/MARSEILLE";"On";"Linux";"Red Hat Enterprise Linux 5 (64-bit)";"17/11/2022 00:00:00";"172.31.131.1";;"frspresx016.stago.grp";
"FRBIOSCM11";"PHYSICALSTAGO";"DELL";"Optiplex 7040";"STAGO - ONPREM";"SCCM";;"Basse";"INFRA";"RAYMOND";"FRANCE/MARSEILLE";"On";"Microsoft";"Microsoft Windows 10 (64-bit)";"01/01/1970 01:00:00";"172.31.131.216";;;"?"
"FRBZT01";"VMOVH";"VMWARE";"VMWARE";"OVH - STAGO PROD";"BIZTALK";;"Basse";"APPLI";"DIAS";"FRANCE/DATACENTER OVH/Roubaix";"On";"Microsoft";"Microsoft Windows Server 2019";"01/01/1970 01:00:00";"172.31.212.142";;"172.17.20.60";
"FRBZT97";"VMOVH";"VMWARE";"VMWARE";"OVH - STAGO PROD";"BIZTALK";;"Basse";"APPLI";"DIAS";"FRANCE/DATACENTER OVH/Roubaix";"On";"Microsoft";"Microsoft Windows Server 2019";"01/01/1970 01:00:00";"172.31.212.183";;"172.17.20.52";"?"
"FRBZT99";"VMOVH";"VMWARE";"VMWARE";"OVH - STAGO PROD";"BIZTALK";;"Basse";"APPLI";"DIAS";"FRANCE/DATACENTER OVH/Roubaix";"On";"Microsoft";"Microsoft Windows Server 2019 (64-bit)";"01/01/1970 01:00:00";"172.31.212.144";;"172.17.20.60";
"FRCAM01";"PHYSICALSTAGO";"Dell Poweredge R730XD";"DELL";"STAGO - ONPREM";"CAMERA";;"Basse";"RSO";"LAMBERT";"FRANCE/GENNEVILLIERS/GENNEVILLIERS G4/G4 - RDC/Salle Serveurs
";"On";"Microsoft";"Microsoft Windows Server 2012 (64-bit)";"01/01/1970 01:00:00";"172.20.211.17";"172.20.50.25";;"29/01/2019 00:00:00"
"FRCAM02";"PHYSICALSTAGO";"Dell Poweredge R730xd";"DELL";"STAGO - ONPREM";"CAMERA";;"Basse";"RSO";"LAMBERT";"FRANCE/GENNEVILLIERS/GENNEVILLIERS G4/G4 - RDC/Salle Serveurs
";"On";"Microsoft";"Microsoft Windows Server 2012 (64-bit)";"01/01/1970 01:00:00";"172.20.211.18";"172.20.50.31";;"26/01/2020 00:00:00"
"FRCAM03";"PHYSICALSTAGO";"Dell Poweredge R530";"DELL";"STAGO - ONPREM";"CAMERA";;"Basse";"RSO";"LAMBERT";"FRANCE/GENNEVILLIERS/GENNEVILLIERS G4/G4 - RDC/Salle Serveurs
";"On";"Microsoft";"Microsoft Windows Server 2012 (64-bit)";"01/01/1970 01:00:00";"172.20.211.19";"172.20.50.30";;"30/11/2019 00:00:00"
"FRCAM10";"VMOVH";"VMWARE";"VMWARE";"OVH - STAGO PROD";"CAMERA";;"Basse";"RSO";"LAMBERT";"FRANCE/DATACENTER OVH/Roubaix";"On";"Microsoft";"Microsoft Windows Server 2019";"01/01/1970 01:00:00";"172.31.210.72";;"172.17.20.54";"26/01/2020 00:00:00"
"FRCHM01";"VMOVH";"VMWARE";"VMWARE";"OVH - STAGO PROD";"FILER";;"Basse";"INFRA";"GUINNEBAULT";"FRANCE/DATACENTER OVH/Roubaix";"On";"Microsoft";"Microsoft Windows Server 2019";"01/01/1970 01:00:00";"172.31.213.129";;"172.17.20.62";"30/11/2019 00:00:00"
"FRCRM01";"VMOVH";"VMWARE";"VMWARE";"OVH - STAGO PROD";"CRM";"Oui";"Basse";"APPLI";"RANGIRA";"FRANCE/DATACENTER OVH/Roubaix";"D?commissionn?";"Microsoft";"Microsoft Windows Server 2012 (64-bit)";"01/01/1970 01:00:00";"172.31.11.50";;"172.17.20.56";
"FRCRM03";"VMOVH";"VMWARE";"VMWARE";"OVH - STAGO PROD";"CRM";"Oui";"Basse";"APPLI";"RANGIRA";"FRANCE/DATACENTER OVH/Roubaix";"D?commissionn?";"Microsoft";"Microsoft Windows Server 2012 (64-bit)";"01/01/1970 01:00:00";"172.31.11.60";;"172.17.20.65";
"FRCRM12";"VMOVH";"VMWARE";"VMWARE";"OVH - STAGO PROD";"CRM";"Oui";"Basse";"APPLI";"RANGIRA";"FRANCE/DATACENTER OVH/Roubaix";"D?commissionn?";"Microsoft";"Microsoft Windows Server 2012 (64-bit)";"01/01/1970 01:00:00";"172.31.11.53";;"172.17.20.50";
"FRCRM14";"VMOVH";"VMWARE";"VMWARE";"OVH - STAGO PROD";"CRM";"Oui";"Basse";"APPLI";"RANGIRA";"FRANCE/DATACENTER OVH/Roubaix";"D?commissionn?";"Microsoft";"Microsoft Windows Server 2012 (64-bit)";"01/01/1970 01:00:00";"172.31.11.61";;"172.17.20.61";
"FRCRM21";"VMOVH";"VMWARE";"VMWARE";"OVH - STAGO PROD";"CRM";"Oui";"Basse";"APPLI";"RANGIRA";"FRANCE/DATACENTER OVH/Roubaix";"D?commissionn?";"Microsoft";"Microsoft Windows Server 2008 R2 (64-bit)";"01/01/1970 01:00:00";"172.31.12.100";;"172.17.20.63";
"FRCOM02";"VMOVH";"VMWARE";"VMWARE";"OVH - STAGO PROD";"NEOSCREEN";;"Basse";"INFRA";"DEPARIS";"FRANCE/DATACENTER OVH/Roubaix";"On";"Microsoft";"Microsoft Windows Server 2019";"01/01/1970 01:00:00";"172.31.212.106";;"172.17.20.56";
"FRCRM23";"VMOVH";"VMWARE";"VMWARE";"OVH - STAGO PROD";"CRM";"Oui";"Basse";"APPLI";"RANGIRA";"FRANCE/DATACENTER OVH/Roubaix";"D?commissionn?";"Microsoft";"Microsoft Windows Server 2008 R2 (64-bit)";"01/01/1970 01:00:00";"172.31.12.51";;"172.17.20.60";
"FRCRM24";"VMOVH";"VMWARE";"VMWARE";"OVH - STAGO PROD";"CRM";"Oui";"Basse";"APPLI";"RANGIRA";"FRANCE/DATACENTER OVH/Roubaix";"D?commissionn?";"Microsoft";"Microsoft Windows Server 2012 (64-bit)";"01/01/1970 01:00:00";"172.31.12.70";;"172.17.20.67";
"FRCRM22";"VMOVH";"VMWARE";"VMWARE";"OVH - STAGO PROD";"CRM-Legacy";"Oui";"Basse";"APPLI";"RANGIRA";"FRANCE/DATACENTER OVH/Roubaix";"On";"Microsoft";"Microsoft Windows Server 2012 (64-bit)";"01/01/1970 01:00:00";"172.31.12.50";;"172.17.20.58";
"FRCRM25";"VMOVH";"VMWARE";"VMWARE";"OVH - STAGO PROD";"CRM-Legacy";"Oui";"Basse";"APPLI";"RANGIRA";"FRANCE/DATACENTER OVH/Roubaix";"On";"Microsoft";"Microsoft Windows Server 2012 (64-bit)";"01/01/1970 01:00:00";"172.31.12.60";;"172.17.20.61";
"FRCUB01";"VMOVH";"VMWARE";"VMWARE";"OVH - STAGO PROD";"CUBICUS";;"Basse";"APPLI";"BERTIN";"FRANCE/DATACENTER OVH/Roubaix";"On";"Microsoft";"Microsoft Windows Server 2019";"01/01/1970 01:00:00";"172.31.212.13";;"172.17.20.65";
"FRCUV01";"VMSTAGO";"VMWARE";"VMWARE";"STAGO - ONPREM";"PR8";"Oui";"Basse";"APPLI";"BOQUET";"FRANCE/GENNEVILLIERS";"On";"Microsoft";"Microsoft Windows Server 2012 (64-bit)";"23/03/2022 07:21:22";"172.31.212.198";;"frspresx011.stago.grp";
"FRCUV97";"VMSTAGO";"VMWARE";"VMWARE";"STAGO - ONPREM";"PR8";"Oui";"Basse";"APPLI";"BOQUET";"FRANCE/GENNEVILLIERS";"On";"Microsoft";"Microsoft Windows Server 2012 (64-bit)";"06/04/2022 16:05:28";"172.31.211.221";;"frspresx012.stago.grp";
"FRDEV01";"VMOVH";"VMWARE";"VMWARE";"OVH - STAGO PROD";"TEAMCITY";;"Basse";"APPLI";"SCORY";"FRANCE/DATACENTER OVH/Roubaix";"On";"Microsoft";"Microsoft Windows Server 2008 R2 (64-bit)";"01/01/1970 01:00:00";"172.31.212.152";;"172.17.20.68";
"FRDIA04";"PHYSICALSTAGO";"Dell Poweredge R710";"DELL";"STAGO - ONPREM";"BCK";;"Basse";"PROD";"INFRA";"FRANCE/CASTRIES";"D?commissionn?";"Microsoft";"Microsoft Windows Server 2012 (64-bit)";"01/01/1970 01:00:00";"172.20.134.226";"172.31.134.220";;"?"
"FRDIA08";"VMSTAGO";"VMWARE";"VMWARE";"STAGO - ONPREM";"FILER";;"Basse";"PROD";"INFRA";"FRANCE/CASTRIES";"D?commissionn?";"Microsoft";"Microsoft Windows Server 2019 (64-bit)";"21/04/2022 13:46:52";"172.20.134.5";;"frspresx010.stago.grp";
"FRDFS01";"VMOVH";"VMWARE";"VMWARE";"OVH - STAGO PROD";"FILER";;"Basse";"INFRA";"GUINNEBAULT";"FRANCE/DATACENTER OVH/Roubaix";"On";"Microsoft";"Microsoft Windows Server 2019";"01/01/1970 01:00:00";"172.31.212.57";;"172.17.20.58";
"FRDPM02";"PHYSICALSTAGO";"Dell Poweredge R720XD";"DELL";"STAGO - ONPREM";"DPM";;"Basse";"PROD";"WKS";"FRANCE/GENNEVILLIERS/GENNEVILLIERS G4/G4 - RDC/Salle Serveurs
";"D?commissionn?";"Microsoft";"Microsoft Windows Server 2012 (64-bit)";"01/01/1970 01:00:00";"172.20.211.20";;;"27/01/2020 00:00:00"
